#Item	Label	Description	Site on enwiki
Q677121	Battle of Dessau Bridge		Battle of Dessau Bridge
Q677660	Battle of Heligoland Bight		Battle of Heligoland Bight (1914)
Q677892	Battle of Freiberg	battle in 1762 in Germany	Battle of Freiberg
Q677929	Battle of Toulon	1744 naval battle	Battle of Toulon (1744)
Q677959	Battle of Hastenbeck		Battle of Hastenbeck
Q678227	Battle of Fleurus		Battle of Fleurus (1794)
Q679831	Battle of Flushing		Battle of Flushing
Q679858	Battle of Dahlen		Battle of Dahlen
Q681430	Battle of Magenta		Battle of Magenta
Q681712	Battle of Gangut		Battle of Gangut
Q682452	Siege of Malta		Siege of Malta (World War II)
Q682699	Battle of Kolubara	battle during World War I	Battle of Kolubara
Q682729	First Battle of Höchstädt		First Battle of Höchstädt
Q683044	Battle of Minden		Battle of Minden
Q683341	Battle of Bicocca		Battle of Bicocca
Q684191	Battle of Elizabeth City		Battle of Elizabeth City
Q684479	Battle of Wörth		Battle of Wörth
Q685798	Battle of Winterthur		Battle of Winterthur (1799)
Q686099	Battle of Borny-Colombey		Battle of Borny–Colombey
Q686995	Battle of Le Mans		Battle of Le Mans (1793)
Q688504	Battle of Chotusitz		Battle of Chotusitz
Q688802	Battle of Torgau		Battle of Torgau
Q688847	Siege of Metz		Siege of Metz (1870)
Q688986	Battle of Hoyerswerda		Battle of Hoyerswerda
Q689183	Battle of Sainte-Foy	1760 battle between French & British near Ste-Foy, Québec, Canada	Battle of Sainte-Foy
Q689194	Battle of Beaumont		Battle of Beaumont
Q689204	Battle of Palestro		Battle of Palestro
Q689433	Battle of Langport		Battle of Langport
Q689471	Battle of Albuera		Battle of Albuera
Q689972	Battle of Kraśnik		Battle of Kraśnik
Q690470	Battle of Mohács	1687 battle	Battle of Mohács (1687)
Q690489	Siege of Paris	siege during the Franco-Prussian War	Siege of Paris (1870–71)
Q691273	Battle of Toungoo		Battle of Toungoo
Q692074	Battle of Ivankovac		Battle of Ivankovac
Q692089	Battle of Drina		Battle of Drina
Q693282	Battle of Turin		Siege of Turin
Q693388	Battle of Prostken		Battle of Prostken
Q694061	Battle of Reichenberg		Battle of Reichenberg
Q694068	Battle of Fraustadt		Battle of Fraustadt
Q694122	Battle of Storkyro		Battle of Storkyro
Q694379	Battle of Krbava Field		Battle of Krbava Field
Q694478	Battle of Lobositz		Battle of Lobositz
Q694502	Battle of Vélez-Málaga		Battle of Málaga (1704)
Q695057	Battle of Fehrbellin		Battle of Fehrbellin
Q695107	Battle of Dybbøl		Battle of Dybbøl
Q695312	Battle of Breslau		Battle of Breslau (1757)
Q695485	Battle of Jumonville Glen		Battle of Jumonville Glen
Q695925	Battle of Hochkirch		Battle of Hochkirch
Q696438	Naval Battle of Guadalcanal		Naval Battle of Guadalcanal
Q696607	Battle of the Denmark Strait	naval battle between ships of the Royal Navy and the German Kriegsmarine	Battle of the Denmark Strait
Q696699	battle of Lawfeld		Battle of Lauffeld
Q696815	Battle of Heligoland		Battle of Heligoland (1864)
Q696823	Battle for Caen	part of the Battle of Normandy	Battle for Caen
Q696839	Battle of Arras		Battle of Arras (1940)
Q696931	Battle of Manila		Battle of Manila (1945)
Q696945	Battle of Schellenberg		Battle of Schellenberg
Q697022	Battle of the Scheldt	battle in northern Belgium and southwestern Netherlands during World War II	Battle of the Scheldt
Q697053	Battle of Hue		Battle of Huế
Q697059	Battle of Hong Kong	one of the first battles of the Pacific campaign of World War II	Battle of Hong Kong
Q697266	Battle of Gravelotte	battle of the Franco-Prussian War	Battle of Gravelotte
Q697267	Battle of Almenar		Battle of Almenar
Q697306	Battle of Wissembourg	first battle of the Franco-Prussian War	Battle of Wissembourg (1870)
Q697748	Battle of Cer		Battle of Cer
Q697897	Battle of Carillon		Battle of Carillon
Q697913	Battle of Landeshut		Battle of Landeshut (1760)
Q697982	Battle of Burkersdorf		Battle of Burkersdorf
Q698166	Battle of Calcinato		Battle of Calcinato
Q699096	Battle of Guningtou		Battle of Guningtou
Q699238	Battle of Spicheren	battle during the Franco-Prussian War	Battle of Spicheren
Q699262	Battle of Mars-la-Tour		Battle of Mars-la-Tour
Q699411	Battle of the Barents Sea	battle between warships of Nazi Germany's Kriegsmarine and British ships escorting convoy JW 51B to Kola Inlet in the USSR	Battle of the Barents Sea
Q699475	Battle of Guinegate		Battle of the Spurs
Q699665	Battle of Dürenstein		Battle of Dürenstein
Q699758	Battle of Maxen		Battle of Maxen
Q700194	Battle on the Marchfeld		Battle on the Marchfeld
Q700316	Battle of Luzzara		Battle of Luzzara
Q700646	Battle of Guilin–Liuzhou		Battle of Guilin–Liuzhou
Q700705	Battle of Saipan	battle of the Pacific campaign of World War II on the island of Saipan in the Mariana Islands	Battle of Saipan
Q700710	Battle of Villers-Bocage		Battle of Villers-Bocage
Q701139	Battle of Liegnitz	Prussian victory over Austrian army in Seven Years' War	Battle of Liegnitz (1760)
Q701180	Battle of Nanking	battle of the Second Sino-Japanese War	Battle of Nanking
Q701335	Battle of Sisak	battle fought on 22 June 1593	Battle of Sisak
Q701367	Battle of Jemmingen		Battle of Jemmingen
Q701890	Battle of Pungdo		Battle of Pungdo
Q701908	Naval Battle of Vella Lavella	naval battle of the Pacific campaign of World War II	Naval Battle of Vella Lavella
Q702096	Battle of Kula Gulf	battle of the Pacific Theater of World War II	Battle of Kula Gulf
Q702099	Armistice of Znaim		Armistice of Znaim
Q702150	Battle off Ulsan		Battle off Ulsan
Q702377	Battle of the Yellow Sea		Battle of the Yellow Sea
Q703482	Battle of Bataan	intense phase of Imperial Japan's invasion of the Philippines during World War II	Battle of Bataan
Q703523	Battle of Stilo		Battle of Stilo
Q704567	Battle of Gemauerthof		Battle of Gemauerthof
Q704762	Battle of Klissow		Battle of Klissow
Q704785	Bougainville Campaign	allied reconquest of the island of Bougainville in the South Pacific from the Japanese forces who occupied it in 1942	Bougainville Campaign
Q704921	Battle of Tanga		Battle of Tanga
Q705072	Battle of Seonghwan		Battle of Seonghwan
Q705279	Battle of Wuyuan	Battle of the Second Sino-Japanese War	Battle of Wuyuan
Q705409	Battle of Helsingborg		Battle of Helsingborg
Q705813	Battle of Hohenlinden		Battle of Hohenlinden
Q705874	Battle of Mohi		Battle of Mohi
Q705936	Battle of Quatre Bras		Battle of Quatre Bras
Q706563	Siege of Tsingtao		Siege of Tsingtao
Q706755	Battle of Fort Washington		Battle of Fort Washington
Q708088	Battle of Corunna		Battle of Corunna
Q708217	Battles of Narvik		Battles of Narvik
Q708426	Battle of Berlin		Battle of Berlin (RAF campaign)
Q708574	Battle of Stadtlohn		Battle of Stadtlohn
Q708580	Battle of Salamanca		Battle of Salamanca
Q708866	Battle of Gadebusch		Battle of Gadebusch
Q709303	Battle of Changsha		Battle of Changsha (1942)
Q709333	Battle of Changsha		Battle of Changsha (1939)
Q709385	Battle of Nanchang		Battle of Nanchang
Q709521	Battle of Taiyuan	major battle of the Second Sino-Japanese War	Battle of Taiyuan
Q709704	Battle of South Guangxi		Battle of South Guangxi
Q712461	Battle of Aizu	battle of the Boshin War	Battle of Aizu
Q712505	Battle of Changde		Battle of Changde
Q713006	Battle of Corregidor	culmination of the Japanese invasion of the Philippines during World War II	Battle of Corregidor
Q713018	Battle of Kapyong		Battle of Kapyong
Q713529	Battle of the River Plate	first naval battle of the Second World War	Battle of the River Plate
Q714200	Battle of Le Mesnil-Patry		Battle of Le Mesnil-Patry
Q714265	Battle of Gembloux		Battle of Gembloux (1940)
Q714298	Battle of St. Vith		Battle of St. Vith
Q714749	Battle of Ia Drang		Battle of Ia Drang
Q715182	Battle of Salla	battle of the Winter War	Battle of Salla (1939)
Q715791	Battle of Pyongyang		Battle of Pyongyang (1894)
Q715886	Battle of the North Cape	arctic naval battle of World War II	Battle of the North Cape
Q716479	Battle of Świecino		Battle of Świecino
Q716750	Battle of Maastricht	one of the first battles in the German Campaign on the Western Front of World War II	Battle of Maastricht
Q717004	Battle of Leyte	amphibious invasion of the Gulf of Leyte in the Philippines by American and Filipino guerrilla forces during WWII	Battle of Leyte
Q717322	Battle of Palermo		Battle of Palermo
Q717521	Battle of West Hubei	battle of the Second Sino-Japanese War	Battle of West Hubei
Q718770	Battle of Khafji		Battle of Khafji
Q719252	Battle of Antietam		Battle of Antietam
Q728480	Battle of Rocroi		Battle of Rocroi
Q730553	Battle of Myriokephalon		Battle of Myriokephalon
Q731564	Battle of Block Island		Battle of Block Island
Q733705	Battle of La Tremblaye		Battle of La Tremblaye
Q734700	Battle of Avarayr		Battle of Avarayr
Q734934	Four Days' Battle		Four Days' Battle
Q738791	Battle of Czasniki		Battle of Chashniki
Q738813	Battle of Smoliani		Battle of Smoliani
Q741098	Siege of Antioch		Siege of Antioch
Q741129	Battle of Laing's Nek		Battle of Laing's Nek
Q742187	Battle of Hyères Islands	naval battle of the French Revolutionary Wars	Battle of Hyères Islands
Q743358	Battle of Latakia		Battle of Latakia
Q744035	Battle of Ebelsberg		Battle of Ebelsberg
Q744588	Battle of Reimerswaal		Battle of Reimerswaal
Q745110	Battle of Chaldiran		Battle of Chaldiran
Q745543	Battle of Montmirail		Battle of Montmirail
Q747386	Battle of Craonne		Battle of Craonne
Q747589	Battle of Isandlwana	first major encounter in the Anglo–Zulu War	Battle of Isandlwana
Q748219	Battle of Brandy Station	American Civil War battle in the Gettysburg Campaign	Battle of Brandy Station
Q755955	Battle of Copenhagen	1801 battle	Battle of Copenhagen (1801)
Q757273	Utah Beach	code name for the right flank of the Allied landing beaches in Normandy	Utah Beach
Q761009	Battle of Espinosa		Battle of Espinosa de los Monteros
Q762732	Battle of Sardarabad		Battle of Sardarabad
Q763551	Battle of Brienne		Battle of Brienne
Q764793	Battle of Fornovo		Battle of Fornovo
Q765175	Battle of Yenidje		Battle of Yenidje
Q766136	Battle of Harlaw		Battle of Harlaw
Q767844	Siege of Constantinople		Siege of Constantinople (1203)
Q767848	Battle of Adrianople		Battle of Adrianople (324)
Q770536	Battle of Inkerman		Battle of Inkerman
Q771598	Battle of Haslach-Jungingen		Battle of Haslach-Jungingen
Q778800	Battle of Abukir (1799)	first battle of the French campaign in Egypt and Syria to be fought at Abu Qir	Battle of Abukir (1799)
Q784397	Battle of the Paracel Islands		Battle of the Paracel Islands
Q786656	Battle of Albert		Battle of Albert (1914)
Q794695	Battle of Big Bethel	one of the earliest land battles of the American Civil War	Battle of Big Bethel
Q815118	Siege of Aspis		Siege of Aspis
Q815179	Siege of Maubeuge		Siege of Maubeuge
Q815216	Siege of Sevastopol	siege during the Crimean War	Siege of Sevastopol (1854–55)
Q815217	Siege of Toul		Siege of Toul
Q815233	Siege of Tyre		Siege of Tyre (332 BC)
Q821283	Battle of Warsaw		Battle of Warsaw (1920)
Q826133	Crossing of the Düna		Crossing of the Düna
Q827472	Battle of Ascalon		Battle of Ascalon
Q829443	Battle of Savenay		Battle of Savenay
Q830626	Battle of Bouvines		Battle of Bouvines
Q830878	Battle of Stiklestad		Battle of Stiklestad
Q832683	Battle of Pavón		Battle of Pavón
Q835077	Battle of Vistula Lagoon		Battle of Vistula Lagoon
Q835585	Battle of Mingolsheim		Battle of Mingolsheim
Q835869	Battle of Wiesloch		Battle of Wiesloch (1632)
Q836128	Battle of Bir Hakeim	part of the battle of Gazala in the Western Desert Campaign of World War II	Battle of Bir Hakeim
Q836844	Battle of al-Qādisiyyah	engagement between the Arab Muslim army and the Sassanid Persian army in 636	Battle of al-Qādisiyyah
Q836944	Battle of the Frigidus		Battle of the Frigidus
Q837787	Battle of Novara		Battle of Novara (1849)
Q840012	Battle of Tournay		Battle of Tournay
Q841278	Battle of San Jacinto	decisive battle of the Texas Revolution	Battle of San Jacinto
Q845845	Battle of Kraaipan		Battle of Kraaipan
Q846532	First Gulf of Sidra offensive	second major rebel offensive of the Libyan Civil War	First Gulf of Sidra offensive
Q846674	Battles of Saratoga		Battles of Saratoga
Q848741	Battle of Cockpit Point		Battle of Cockpit Point
Q853976	First Battle of Ypres	First World War battle fought for the strategic town of Ypres	First Battle of Ypres
Q855271	Battle of Jemappes		Battle of Jemappes
Q855429	Battle of Ligny		Battle of Ligny
Q857860	Battle of Campo Tenese		Battle of Campo Tenese
Q860150	Battle of Charleroi		Battle of Charleroi
Q860295	Siege of Port Hudson		Siege of Port Hudson
Q868249	Battle of Colenso	A battle between British and Boer forces, South Africa on 15 December 1899	Battle of Colenso
Q871366	Battle of Sluys		Battle of Sluys
Q898338	Battle of Turnhout		Battle of Turnhout (1789)
Q900945	Battle of Lodi	battle of the Napoleonic Wars	Battle of Lodi
Q901263	Battle of Dak To		Battle of Dak To
Q903472	Battle of Vyazma		Battle of Vyazma
Q906912	Battle of Wakefield		Battle of Wakefield
Q909154	Battle of Schleiz		Battle of Schleiz
Q910528	Battle of Mudki		Battle of Mudki
Q911448	Battle of Amiens		Battle of Amiens (1918)
Q913604	Battle of Alma		Battle of Alma
Q916295	Battle of Northampton		Battle of Northampton (1460)
Q920202	Battle of Doiran		Battle of Doiran (1918)
Q920679	Battle of Shaho	second large-scale land battle of the Russo-Japanese War	Battle of Shaho
Q922200	Battle of Montiel		Battle of Montiel
Q922790	Battle of Hubbardton		Battle of Hubbardton
Q925917	Third Battle of Artois		Third Battle of Artois
Q926489	Battle of Heilsberg		Battle of Heilsberg
Q930521	Battle of Jodoigne		Battle of Jodoigne
Q932228	Battle of Klushino		Battle of Klushino
Q932613	Battle of Castillon		Battle of Castillon
Q934157	Battle of Ayacucho		Battle of Ayacucho
Q934266	Battle of Kollaa	battle of the Winter War	Battle of Kollaa
Q935088	Battle of Lipany		Battle of Lipany
Q937332	Battle of Kircholm	major battle of the Polish–Swedish War	Battle of Kircholm
Q938724	Battle of Goito		Battle of Goito
Q939211	Battle of Brávellir		Battle of Brávellir
Q939570	Battle of Maritsa		Battle of Maritsa
Q939845	Battle of Augusta		Battle of Augusta
Q940026	Battle of Arsuf		Battle of Arsuf
Q942257	Battle of Famars		Battle of Famars
Q943277	Battle of Shiloh	The battle of Shiloh	Battle of Shiloh
Q944506	St. James's Day Battle		St. James's Day Battle
Q945596	Battle of Golymin		Battle of Golymin
Q949635	Battle of Kambula	attack of a Zulu army on the British camp at Kambula during the Anglo-Zulu War	Battle of Kambula
Q953326	Battle of Taipale	battle of the Winter War	Battle of Taipale
Q959066	Naval Battle of Kaliakra		Naval Battle of Kaliakra
Q960723	Battle of White Plains		Battle of White Plains
Q962450	St. Clair's Defeat	On November 4, 1791, part of the Northwest Indian War. It was a major American Indian victory and remains the greatest defeat of the United States Army by American Indians.	St. Clair's Defeat
Q964226	Battle of Pelekanon		Battle of Pelekanon
Q966386	Battle of Vézeronce		Battle of Vézeronce
Q971248	Battle of Marj Dabiq		Battle of Marj Dabiq
Q985668	Battle of Tangdao	battle during the Jin-Song wars	Battle of Tangdao
Q986637	Battle of Nanri Island		Battle of Nanri Island
Q989075	Battle of Arras		Battle of Arras (1914)
Q994316	Battle of Maysalun		Battle of Maysalun
Q1001093	Battle of Turckheim		Battle of Turckheim
Q1028247	Battle of Groix		Battle of Groix
Q1037476	Battle of Tornow		Battle of Tornow
Q1039366	Ofira Air Battle		Ofira Air Battle
Q1047091	Battle of Rạch Gầm-Xoài Mút		Battle of Rạch Gầm-Xoài Mút
Q1049530	Battle of Karuse		Battle of Karuse
Q1049697	Battle of Płowce		Battle of Płowce
Q1052651	Battle of Madagascar		Battle of Madagascar
Q1054868	Battle of Hondschoote		Battle of Hondschoote (1793)
Q1054975	Battle of Preveza		Battle of Preveza
Q1061090	Battle of Philippi		Battle of Philippi (West Virginia)
Q1061228	Battle of Puebla	part of the French intervention in Mexico	Battle of Puebla
Q1061267	Battle of Rich Mountain		Battle of Rich Mountain
Q1062615	Battle of Auray		Battle of Auray
Q1071578	Battle of Smolensk		Battle of Smolensk (1812)
Q1073358	Battle of Vaslui		Battle of Vaslui
Q1073849	Battle of Maipú		Battle of Maipú
Q1075269	Battle of Meissen		Battle of Meissen
Q1078359	Battle of Yamen		Battle of Yamen
Q1083718	Battle of Tarutino		Battle of Tarutino
Q1083872	Glorious First of June	naval battle of the French Revolutionary Wars	Glorious First of June
Q1085392	Battle of Neerwinden		Battle of Neerwinden (1793)
Q1085401	Battle of Katzbach		Battle of Katzbach
Q1088364	Battle of the Lys	part of the 1918 German offensive in Flanders	Battle of the Lys (1918)
Q1096151	Battle of Delville Wood		Battle of Delville Wood
Q1113659	Battle of Fulford	battle near York in England	Battle of Fulford
Q1121532	Battle of Alcácer Quibir		Battle of Alcácer Quibir
Q1123353	Battle of Rorke's Drift	battle in the Anglo-Zulu War, specifically the defence of the mission station of Rorke's Drift	Battle of Rorke's Drift
Q1127035	Battle of La Bassée		Battle of La Bassée
Q1127353	Battle of Ad Decimum		Battle of Ad Decimum
Q1132579	Battle of Princeton	battle in which General George Washington's revolutionary forces defeated British forces near Princeton, New Jersey in the American Revolutionary War	Battle of Princeton
Q1134191	Battle of Tory Island		Battle of Tory Island
Q1134649	Battle of the Aegates Islands		Battle of the Egadi Islands
Q1136414	Battle of Havana		Battle of Havana (1748)
Q1136870	Battle of Sandwich		Battle of Sandwich (1217)
Q1137302	Battle of Omdurman	A battle fought between British and Mahdist Sudanese troops near Omdurman, Sudan, on the 2nd of September 1898. It was one of the most important battles fought during the Mahdist War.	Battle of Omdurman
Q1137980	Battle of Ravenna		Battle of Ravenna (1512)
Q1140646	Battle of Formigny		Battle of Formigny
Q1141380	Battle of Wake Island	battle of World War II	Battle of Wake Island
Q1143181	Battle of Entzheim		Battle of Entzheim
Q1144824	Battle of Messines	offensive conducted by the British Second Army	Battle of Messines (1917)
Q1148483	Battle of Elixheim		Battle of Elixheim
Q1150410	Battle of Boyacá		Battle of Boyacá
Q1164835	Battle of Lagos		Battle of Lagos (1693)
Q1172504	Battle of Château-Thierry	1918 World War I battle	Battle of Château-Thierry (1918)
Q1185335	Battle of Weihaiwei		Battle of Weihaiwei
Q1191854	Battle of Gonzales		Battle of Gonzales
Q1192118	Battle of Chemulpo Bay		Battle of Chemulpo Bay
Q1192867	Battle of Pułtusk		Battle of Pułtusk
Q1194172	Battle of Novi		Battle of Novi (1799)
Q1195263	Battle of Ekeren		Battle of Ekeren
Q1196554	Battle of Minorca		Battle of Minorca (1756)
Q1208970	Battle of Yingkou		Battle of Yingkou
Q1208996	Battle of Lushunkou		Battle of Lushunkou
Q1209808	Battle of Jiuliancheng	battle of the First Sino-Japanese War	Battle of Jiuliancheng
Q1219645	Battle of Atapuerca		Battle of Atapuerca
Q1233475	Battle of Roncevaux Pass	klal	Battle of Roncevaux Pass
Q1245157	Battle of Loos	offensive mounted on the Western Front during World War I	Battle of Loos
Q1247957	Battle of Trois-Rivières	battle of the American Revolutionary War	Battle of Trois-Rivières
Q1248605	Battle of Beachy Head		Battle of Beachy Head (1690)
Q1259218	Battle of Panipat		Third Battle of Panipat
Q1259700	Battle of Belchite		Battle of Belchite (1937)
Q1272132	Battle of Stones River		Battle of Stones River
Q1275200	Battle of the Sound		Battle of the Sound
Q1280119	Battle of the Ebro		Battle of the Ebro
Q1286106	Fao Landing		Fao Landing
Q1286274	Battle of Schuinshoogte		Battle of Schuinshoogte
Q1288821	Battle of Abu Klea	battle of the Mahdist War	Battle of Abu Klea
Q1300742	Battle of Flodden		Battle of Flodden
Q1302680	Battle of Qurna		Battle of Qurna
Q1314054	Battle of the Herrings	military action near the town of Rouvray in France	Battle of the Herrings
Q1326527	Battle of Cowpens		Battle of Cowpens
Q1327790	Battle of Chickamauga		Battle of Chickamauga
Q1328499	Battle of Brihuega		Battle of Brihuega
Q1337059	Battle of Tewkesbury		Battle of Tewkesbury
Q1339928	Battle of Evesham		Battle of Evesham
Q1341972	Battle of Aljubarrota		Battle of Aljubarrota
Q1343040	Battle of Ushant (1778)	battle of the American Revolutionary War	Battle of Ushant (1778)
Q1345169	Battle of the Sambre		Battle of the Sambre (1918)
Q1354080	Battle of Muret		Battle of Muret
Q1355391	Battle of Appomattox Court House		Battle of Appomattox Court House
Q1359641	Battle of Tolentino		Battle of Tolentino
Q1361990	Battle of Lacolle Mills		Battle of Lacolle Mills (1812)
Q1362021	Siege of Corinth		Siege of Corinth
Q1362188	Battle of Talikota		Battle of Talikota
Q1362294	Battle of Drewry's Bluff		Battle of Drewry's Bluff
Q1363925	Battle of Port Arthur		Battle of Port Arthur
Q1366089	Battle of Fort Henry		Battle of Fort Henry
Q1375813	Battle of Oriskany		Battle of Oriskany
Q1378270	Battle of Jerusalem		Battle of Jerusalem
Q1388058	Battle of Magersfontein		Battle of Magersfontein
Q1392699	Battle of Blood River	part of the Great Trek, fought on the bank of the Ncome river in South Africa in 1838	Battle of Blood River
Q1404199	Battle of the Panaro		Battle of the Panaro
Q1411470	Battle of Vlotho		Battle of Vlotho
Q1411508	Battle of Wilkomierz		Battle of Wilkomierz
Q1416369	Battle of Crysler's Farm		Battle of Crysler's Farm
Q1417205	Battle of Mons	battle during World War I	Battle of Mons
Q1417580	Battle of Falkirk Muir		Battle of Falkirk Muir
Q1419459	Battle of the Chesapeake		Battle of the Chesapeake
Q1425658	Battle of Chacabuco		Battle of Chacabuco
Q1425882	Battle of the Wilderness		Battle of the Wilderness
Q1427630	Battle of Adrianople		Battle of Adrianople (1205)
Q1428169	Battle of Barnet		Battle of Barnet
Q1429757	Battle of Châtillon		Battle of Châtillon
Q1431266	Battle of Saint Kitts		Battle of Saint Kitts
Q1434874	Battle of Sankelmark		Battle of Sankelmark
Q1434879	Battle of Als		Battle of Als
Q1438686	Battle of Plymouth		Battle of Plymouth
Q1442050	Battle of Maldon	battle near Maldon, United Kingdom in 991 CE	Battle of Maldon
Q1443091	Battle of Garigliano		Battle of Garigliano (1503)
Q1453186	Action of 30 September 1681		Action of 30 September 1681
Q1456533	Battle of Guinegate		Battle of Guinegate (1479)
Q1464620	Battle of La Motta		Battle of La Motta (1513)
Q1467456	Battle of Teruel		Battle of Teruel
Q1474180	Battle of Belleau Wood		Battle of Belleau Wood
Q1475679	Battle of Tassafaronga	naval battle between US Navy and Imperial Japanese Navy warships during the Guadalcanal campaign	Battle of Tassafaronga
Q1481920	Battle of Alarcos		Battle of Alarcos
Q1495481	Battle of Stoke Field		Battle of Stoke Field
Q1497885	Battle of Hoke's Run		Battle of Hoke's Run
Q1497902	Battle of Blackburn's Ford		Battle of Blackburn's Ford
Q1497909	Battle of Ball's Bluff		Battle of Ball's Bluff
Q1497933	Battle of Haelen		Battle of Haelen (1914)
Q1497969	Battle of Sayler's Creek		Battle of Sailor's Creek
Q1509619	Battle of Bapheus		Battle of Bapheus
Q1509663	Battle of Dunbar	battle during the First War of Scottish Independence	Battle of Dunbar (1296)
Q1518787	Battle of Moore's Creek Bridge	battle of the American Revolutionary War	Battle of Moore's Creek Bridge
Q1519203	Battle of Mobile Bay		Battle of Mobile Bay
Q1523324	Battle of Arnemuiden		Battle of Arnemuiden
Q1526883	Battle of the Dunes		Battle of the Dunes (1658)
Q1532629	Battle of Braga		Battle of Braga (1809)
Q1538855	Battle of Angaur	battle of the Pacific campaign in World War II on the island of Angaur in the Palau Islands	Battle of Angaur
Q1538874	Battle of Spotsylvania Court House		Battle of Spotsylvania Court House
Q1539453	Battle of St. Quentin		Battle of St. Quentin (1914)
Q1539513	Battle of Camden		Battle of Camden
Q1540820	Battle of Aliwal		Battle of Aliwal
Q1541340	Battle of Cape Spartivento		Battle of Cape Spartivento
Q1568932	Battle of Lowestoft		Battle of Lowestoft
Q1576383	Battle of Olszynka Grochowska		Battle of Olszynka Grochowska
Q1576717	Battle of Dungeness		Battle of Dungeness
Q1577800	Battle of Racławice		Battle of Racławice
Q1581815	Battle of the Lys	major battle between Belgian and German forces during the German Invasion of Belgium of 1940	Battle of the Lys (1940)
Q1586264	Battle of Cassel		Battle of Cassel (1677)
Q1587893	Battle of Tinchebray		Battle of Tinchebray
Q1606958	Battle of Bogesund		Battle of Bogesund
Q1612417	Battle of Fleurus		Battle of Fleurus (1690)
Q1613521	Battle of Roslin		Battle of Roslin
Q1618294	Battle of Sudoměř		Battle of Sudoměř
Q1618756	Battle of Meung-sur-Loire		Battle of Meung-sur-Loire
Q1620408	Battle of Chesma		Battle of Chesma
Q1626369	Battle of Fort Stevens		Battle of Fort Stevens
Q1628477	Battle of Diu		Battle of Diu (1509)
Q1631029	Battle of Perryville		Battle of Perryville
Q1631158	Battle of Nájera		Battle of Nájera
Q1634629	Battle of Medina Ridge		Battle of Medina Ridge
Q1635231	Battle of Hexham		Battle of Hexham
Q1635922	Action of March 1677		Action of March 1677
Q1636652	Battle of Steenkerque		Battle of Steenkerque
Q1636800	Battle of Cape Spada	naval battle during the Battle of the Mediterranean in Second World War	Battle of Cape Spada
Q1638488	Battle of Monmouth		Battle of Monmouth
Q1643008	Battle of the Gebora		Battle of the Gebora
Q1649183	Battle of Cuddalore (1783)	naval battle between British and French	Battle of Cuddalore (1783)
Q1651134	Battle of Roosebeke		Battle of Roosebeke
Q1653331	Battle of the Yser	battle which took place in October 1914	Battle of the Yser
Q1668495	Battle of Kolombangara	naval battle of the Pacific campaign of WWII on the night of 12/13 July 1943, off Kolombangara in the Solomon Islands	Battle of Kolombangara
Q1670862	Battle of Hlobane	battle of the Anglo-Zulu War	Battle of Hlobane
Q1678637	Battle of Dorylaeum		Battle of Dorylaeum (1147)
Q1692857	Battle of Losecoat Field		Battle of Losecoat Field
Q1694094	Second Battle of the Aisne		Second Battle of the Aisne
Q1708064	Battle of Quebec	October 1690 battle near Quebec City, Canada	Battle of Quebec (1690)
Q1710916	Battle of Cedar Creek		Battle of Cedar Creek
Q1748450	Battle of Hedgeley Moor		Battle of Hedgeley Moor
Q1750892	Siege of Constantinople		Siege of Constantinople (1204)
Q1752783	Battle of the Chateauguay		Battle of the Chateauguay
Q1753578	Battle of the Bismarck Sea	battle of the Pacific theatre of World War II in which US and Australian aircraft attacked a Japanese convoy	Battle of the Bismarck Sea
Q1754313	Battle of Bennington		Battle of Bennington
Q1754732	Battle of Agnadello		Battle of Agnadello
Q1758473	Battle of Hatfield Chase		Battle of Hatfield Chase
Q1759660	Battle of Changsha		Battle of Changsha (1941)
Q1760280	Battle of Guastalla		Battle of Guastalla
Q1761043	Battle of Algiers	urban guerrilla warfare carried out by the National Liberation Front (FLN) against the French Algerian authorities	Battle of Algiers (1956–57)
Q1764042	Battle of Cape Palos		Battle of Cape Palos
Q1767196	Battle of Bergendal		Battle of Bergendal
Q1767332	Battle of Landen		Battle of Landen
Q1777327	Battle of Gavere		Battle of Gavere
Q1778251	Battle of Älgarås		Battle of Älgarås
Q1779409	Battle of Rocheserviere		Battle of Rocheserviere
Q1779439	Battle of The Cedars	series of military confrontations early in the American Revolutionary War during the Continental Army's invasion of Quebec	Battle of The Cedars
Q1780536	Battle of Hill 60	battle of the Western Front during World War I	Battle of Hill 60 (Western Front)
Q1781080	Battle of Cape Spartel		Battle of Cape Spartel
Q1783252	Battle of Seneffe		Battle of Seneffe
Q1787589	Battle of Aussig		Battle of Aussig
Q1792643	Battle of Río Salado		Battle of Río Salado
Q1808375	Battle of Solebay		Battle of Solebay
Q1809645	Battle of Szack	major battle between the Polish Army and the Red Army in 1939, in the beginning of World War II	Battle of Szack
Q1811438	Battle of Waxhaws		Battle of Waxhaws
Q1814482	Battle of Elba		Battle of Elba
Q1814494	Battle of the Kentish Knock		Battle of the Kentish Knock
Q1814863	Battle of Stromboli		Battle of Stromboli
Q1818410	Battle of Maserfield		Battle of Maserfield
Q1821843	Battle of Fort Pillow		Battle of Fort Pillow
Q1834148	Siege of Rome	siege during the Gothic War	Siege of Rome (537–38)
Q1844815	Battle of Dynekilen	battle of the Great Northern War	Battle of Dynekilen
Q1849818	Battle of Edgecote Moor		Battle of Edgecote Moor
Q1850527	Battle of Baltimore		Battle of Baltimore
