Q1991225	France–Germany border	international border between France and Germany	Franco-German border
Q3088904	France–Saint Lucia Delimitation Agreement	international maritime border	France–Saint Lucia Delimitation Agreement
Q14688360	Frances Elizabeth Willard (relief)	artwork by Lorado Taft	Frances Elizabeth Willard (relief)
Q5478803	Frances Lehman Loeb Art Center		Frances Lehman Loeb Art Center
Q5479650	Franceville, New Hebrides		Franceville, New Hebrides
Q5480036	Francis Asbury	artwork by Henry Augustus Lukeman	Francis Asbury (Lukeman)
Q5482419	Francis Scott Key Monument	artwork by Antonin Mercié	Francis Scott Key Monument
Q5484704	Franconia Sculpture Park		Franconia Sculpture Park
Q17934	Franeker railway station	railway station in the Dutch village of Franeker	Franeker railway station
Q1003498	Franja Partisan Hospital		Franja Partisan Hospital
Q702906	Frankenstein Castle		Frankenstein Castle
Q3642328	Frankfort, Free State		Frankfort, Free State
Q1444899	Frankfurt School of Finance & Management		Frankfurt School of Finance & Management
Q812648	Frankfurt University of Applied Sciences	founded on August 1, 1971 State University of Applied Sciences in Frankfurt am Main	Frankfurt University of Applied Sciences
Q110624	Franklin County	county in Texas, United States of America	Franklin County, Texas
Q494121	Franklin County	county in Pennsylvania, United States of America	Franklin County, Pennsylvania
Q502526	Franklin County	county in North Carolina, United States	Franklin County, North Carolina
Q339484	Franklin Institute		Franklin Institute
Q1025086	Franschhoek	town in the Western Cape, South Africa	Franschhoek
Q574961	Frans Hals Museum	Museum of 17th century art in Haarlem, the Netherlands	Frans Hals Museum
Q5492376	Frans Michael Franzén		Frans Michael Franzén (sculpture)
Q847099	Franz Liszt Academy of Music	concert hall and music conservatory in Budapest, Hungary	Franz Liszt Academy of Music
Q1148324	Franz Mayer Museum		Franz Mayer Museum
Q645925	Frauenchiemsee		Frauenchiemsee
Q690944	Fraumünster		Fraumünster
Q3086741	Frazier History Museum		Frazier History Museum
Q1471421	Frédéric Chopin monument in Żelazowa Wola		Frédéric Chopin monument in Żelazowa Wola
Q472675	Frederick	city in Frederick County, Maryland, United States	Frederick, Maryland
Q5498191	Frederick Keep Monument	artwork by James Earle Fraser	Frederick Keep Monument
Q5497121	Frederic Remington Art Museum		Frederic Remington Art Museum
Q2350881	Frederikssund station	Copenhagen S-train station	Frederikssund station
Q3424549	Frederik V on Horseback		Frederik V on Horseback
Q972612	Fredrik Church	church building in Karlskrona, Sweden	Fredrik Church
Q3591854	Free and Independent State of Cundinamarca		Free and Independent State of Cundinamarca
Q5499752	Free Basket	public artwork by Los Carpinteros	Free Basket
Q216173	Free City of Danzig	A semi-autonomous city-state that existed between 1920 and 1939	Free City of Danzig
Q901974	Free City of Danzig	Napoleonic semi-independent city state	Free City of Danzig (Napoleonic)
Q704300	Free City of Frankfurt		Free City of Frankfurt
Q501303	Free City of Kraków		Free City of Kraków
Q950240	Free City of Lübeck		Free City of Lübeck
Q2129773	Free Imperial City of Kempten		Free Imperial City of Kempten
Q117020	Free Imperial City of Nuremberg		Free Imperial City of Nuremberg
Q1130934	Freeland	borough in southern Luzerne County, Pennsylvania	Freeland, Pennsylvania
Q5500020	Free Public Library of Petaluma	research library and history museum	Free Public Library of Petaluma
Q1075126	Freer Gallery of Art	art museum in Washington, D.C.	Freer Gallery of Art
Q548114	Free State of Fiume		Free State of Fiume
Q161036	Free State of Prussia	former federated state of Germany between 1918 and 1947	Free State of Prussia
Q5501175	Freestone	unincorporated community in California	Freestone, California
Q391980	Free Territory of Trieste		Free Territory of Trieste
Q153006	Free University of Berlin	research university located in Berlin, Germany	Free University of Berlin
Q5870	Freital	town in the district of Sächsische Schweiz-Osterzgebirge in the Free State of Saxony, Germany	Freital
Q337494	French Academy in Rome		French Academy in Rome
Q188771	French Academy of Sciences	learned society, founded in 1666 by Louis XIV at the suggestion of Jean-Baptiste Colbert, to encourage and protect the spirit of French scientific research	French Academy of Sciences
Q218272	French Algeria	Algeria under French rule	French Algeria
Q179023	French colonial empire	set of territories that were under French rule primarily from the 17th century to the late 1960s	French colonial empire
Q200686	French Fifth Republic		French Fifth Republic
Q69829	French Fourth Republic		French Fourth Republic
Q797433	French Guinea	1894-1958 possession in Northern Africa	French Guinea
Q185682	French Indochina		French Indochina
Q43605	French Open	French Open Tennis Championships	French Open
Q30971	French Polynesia	French overseas country in the Southern Pacific ocean	French Polynesia
Q2017684	French protectorate of Tunisia	1881-1956 monarchy in Northern Africa	French protectorate of Tunisia
Q58296	French Republic	republic governing France, 1792-1804	French First Republic
Q58326	French Second Republic		French Second Republic
Q1450765	French Territory of the Afars and the Issas		French Territory of the Afars and the Issas
Q70802	French Third Republic	nation of  France from 1870 to 1940	French Third Republic
Q5503186	Fresno Metropolitan Museum of Art and Science		Fresno Metropolitan Museum of Art and Science
Q1455777	Freud Museum		Freud Museum
Q616483	Freusburg		Freusburg
Q5503390	Frick Art Reference Library		Frick Art Reference Library
Q682827	Frick Collection	art museum in New Yorck	Frick Collection
Q1209183	Fridhemsplan metro station	metro station on Kungsholmen in Stockholm	Fridhemsplan metro station
Q1138684	Friends Arena	Association football stadium in Solna, Sweden	Friends Arena
Q16192132	Friendship Way	alley way and artwork in Columbus, Indiana	Friendship Way
Q2487207	Frietmuseum		Frietmuseum
Q2287496	Friheden station	Copenhagen S-train station	Friheden station
Q1150616	Frilandsmuseet		Frilandsmuseet
Q1465069	Frise	former French department (1811-1814)	Frise (department)
Q5504731	Frist Center for the Visual Arts		Frist Center for the Visual Arts
Q1250	Friuli–Venezia Giulia	Italian region	Friuli-Venezia Giulia
Q5505174	Frog Baby Fountain	fountain and sculpture set in Muncie, Indiana	Frog Baby Fountain (Ball State University)
Q197385	Frolovo		Frolovo
Q1625209	Frontenac National Park		Frontenac National Park
Q462807	Frösö Runestone		Frösö Runestone
Q3089259	Frost Art Museum	museum in Miami, Florida	Frost Art Museum
Q2569761	Fruängen metro station	metro station in southern Stockholm	Fruängen metro station
Q197386	Fryazino		Fryazino
Q3692546	Fryderyk Chopin Museum	museum in Warsaw, Poland, dedicated to the composer Frédéric Chopin	Fryderyk Chopin Museum
Q5506587	Frye Art Museum	art museum in Seattle	Frye Art Museum
Q136498	Fuerte Olimpo	city and departmental capital of Alto Paraguay	Fuerte Olimpo
Q2188517	Fuglebakken station	Copenhagen S-train station	Fuglebakken station
Q5507293	Fuglsang Art Museum		Fuglsang Art Museum
Q1192174	Fuji-Q Highland		Fuji-Q Highland
Q11624509	Fujisawa City Hospital		Fujisawa City Hospital
Q11623781	Fuji Women's Academy		Fuji Women's Academy
Q3247157	Fukui Prefectural Dinosaur Museum		Fukui Prefectural Dinosaur Museum
Q5507642	Fukui Prefectural Koshi High School		Fukui Prefectural Koshi High School
Q5507644	Fukui Prefectural School for the Blind		Fukui Prefectural School for the Blind
Q3073273	Fukuoka Art Museum		Fukuoka Art Museum
Q5507686	Fukuoka Daiichi High School		Fukuoka Daiichi High School
Q5507695	Fukuoka Municipal Zoo and Botanical Garden	zoo and botanical garden in Fukuoka, Japan	Fukuoka Municipal Zoo and Botanical Garden
Q5367529	Fukuoka Prefectural Fukuoka High School		Fukuoka Prefectural Fukuoka High School
Q5507712	Fukuromachi Elementary School Peace Museum		Fukuromachi Elementary School Peace Museum
Q4352239	Fukushima Museum		Fukushima Museum
Q5507735	Fukushima Prefectural Museum of Art		Fukushima Prefectural Museum of Art
Q5507754	Fukuyama City Zoo		Fukuyama City Zoo
Q5508243	Fuller Craft Museum		Fuller Craft Museum
Q867072	Fundació Joan Miró	museum of modern art about Joan Miró	Fundació Joan Miró
Q11681997	Fundación Picasso		Fundación Picasso
Q5509077	Fundy Geological Museum		Fundy Geological Museum
Q830428	Funeral Museum Vienna		Funeral Museum Vienna
Q2604153	Funerary Monument to Sir John Hawkwood		Funerary Monument to Sir John Hawkwood
Q5509283	Funky Bones	artwork by Atelier Van Lieshout	Funky Bones
Q503138	Furesø Municipality		Furesø Municipality
Q197393	Furmanov		Furmanov, Ivanovo Oblast
Q1011887	Fürstenberg Castle		Fürstenberg Castle (Rheindiebach)
Q895611	Fürstenberg China		Fürstenberg China
Q3755501	Fürstenberg-Stühlingen		Fürstenberg-Stühlingen
Q315489	Fürstenfeld Abbey		Fürstenfeld Abbey
Q11371457	Futako-Tamagawa Rise		Futako-Tamagawa Rise
Q1001882	Fyodorovsky District, Republic of Bashkortostan		Fyodorovsky District, Republic of Bashkortostan
Q4698659	Gadap Town		Gadap Town
Q134366	Gadzhiyevo		Gadzhiyevo
Q678695	Gafuriysky District		Gafuriysky District
Q1652025	Gaginsky District		Gaginsky District
Q5516945	Gahoe Museum		Gahoe Museum
Q2389159	Gaikodzor		Gaikodzor
Q109836	Gaines County	county in Texas, USA	Gaines County, Texas
Q3329724	Galatasaray Museum		Galatasaray Museum
Q1759962	Galeão		Galeão, Rio de Janeiro
Q12313434	Galerie Birch		Galerie Birch
Q1457391	Galerie de paléontologie et d'anatomie comparée		Galerie de paléontologie et d'anatomie comparée
Q3094600	Galerie Kamel Mennour		Galerie Kamel Mennour
Q656296	Galerie nationale du Jeu de Paume	museum of contemporary art in Paris, France	Galerie nationale du Jeu de Paume
Q472706	Galerie Neue Meister	art museum in Dresden, Germany	Galerie Neue Meister
Q951698	Galerie Patrick Seguin		Galerie Patrick Seguin
Q3500594	Galerie Rudolfinum		Galerie Rudolfinum
Q3094695	Galeries nationales du Grand Palais		Galeries nationales du Grand Palais
Q1373064	Galerie Véro-Dodat	covered passage in Paris, France	Galerie Véro-Dodat
Q1314020	galerie Vivienne	gallery in Paris, France	Galerie Vivienne
Q134375	Galich		Galich, Russia
Q326670	Galicia Jewish Museum		Galicia Jewish Museum
Q606675	Galileo Galilei planetarium		Galileo Galilei planetarium
Q841506	Galleria Borghese	art museum in Rome	Galleria Borghese
Q3757712	Galleria Comunale d'Arte Moderna, Rome		Galleria Comunale d'Arte Moderna, Rome
Q10855544	Galleria dell'Accademia	art museum in Florence, Italy	Galleria dell'Accademia
Q2706867	Galleria Ferrari		Museo Ferrari
Q2266081	Galleria Nazionale d'Arte Antica	art gallery in Palazzo Barberini and Palazzo Corsini in Rome, Italien	Galleria Nazionale d'Arte Antica
Q1492387	Galleria Nazionale d'Arte Moderna		Galleria Nazionale d'Arte Moderna
Q772890	Galleria nazionale di Parma		Galleria nazionale di Parma
Q338330	Gallerie dell'Accademia	museum gallery of pre-19th-century art in Venice, northern Italy	Gallerie dell'Accademia
Q2054135	Gallerie di Piazza Scala		Gallerie di Piazza Scala
Q5518971	Galleries of Justice Museum		Galleries of Justice Museum
Q5518980	Gallery 1C03		Gallery 1C03
Q5519011	Gallery of Fine Arts, Osijek		Gallery of Fine Arts, Osijek
Q5519009	Gallery of Fine Arts, Split	an art museum in Split, Croatia	Gallery of Fine Arts, Split
Q3094799	Gallery of Modern Art	art museum in Glasgow, Scotland, UK	Gallery of Modern Art
Q5518996	Gallery Oldham		Gallery Oldham
Q5518997	Gallery One One One		Gallery One One One
Q615917	Gällivare Airport		Gällivare Airport
Q5519348	Galt Historic Railway Park		Galt Historic Railway Park
Q5519354	Galt Museum & Archives		Galt Museum & Archives
Q26587	Galveston County	county in Texas, USA	Galveston County, Texas
Q2784678	Galway City Museum		Galway City Museum
Q3018881	Galyonki		Galyonki
Q1967468	Gambia National Museum		Gambia National Museum
Q3603782	Gamla bron	bridge in Umeå, Sweden	Gamla bron
Q1208392	Gamla stan metro station	metro station in central Stockholm, Sweden	Gamla stan metro station
Q165944	Gamla Ullevi		Gamla Ullevi
Q5520350	Gammel Toftegård station	Copenhagen S-train station	Egedal station
Q70639	Gampel-Bratsch	municipality in Switzerland	Gampel-Bratsch
Q745257	Gander, Newfoundland and Labrador	town in province of Newfoundland and Labrador, Canada	Gander, Newfoundland and Labrador
Q1493629	Gansbaai	town in the Western Cape, South Africa	Gansbaai
Q1742872	Ganthem Church		Ganthem Church
Q12515	Gard	department located in southern France in the Languedoc-Roussillon region	Gard
Q5625935	Gårda Business Center		Gårda Business Center
Q4205831	Gärdehov		Gärdehov
Q290350	Gardênia Azul		Gardênia Azul
Q5522317	Garden State Discovery Museum		Garden State Discovery Museum
Q5522322	Garden State Film Festival	Annual film festival held in Asbury Park, USA	Garden State Film Festival
Q744021	Gärdet metro station	metro station in central Stockholm	Gärdet metro station
Q2043270	Gardiner Museum		Gardiner Museum
Q2609166	Gare de Luchon		Gare de Luchon
Q581827	Garegnano Charterhouse		Garegnano Charterhouse
Q5523077	Garfield High School	high school in East Los Angeles, California, United States	Garfield High School (Los Angeles County, California)
Q1381495	Garhwal Kingdom		Garhwal Kingdom
Q3758341	Garibaldi-Meucci Museum		Garibaldi-Meucci Museum
Q7099887	Gariepdam	town in South Africa	Gariep Dam (town)
Q667485	Garies	town in the Northern Cape, South Africa	Garies
Q5524081	Garros Galería		Garros Galería
Q2051988	Gaspésie National Park		Gaspésie National Park
Q1495617	Gastria		Gastria
Q5526923	Gasworks Gallery		Gasworks Gallery
Q7455	Gatchinsky District	district of Leningrad Oblast, Russia	Gatchinsky District
Q1816003	Gate of the Catalan Countries		Gate of the Catalan Countries
Q509838	Gates County	county in North Carolina, United States	Gates County, North Carolina
Q14874600	Gate to the Northwest Passage	sculpture by Alan Chung Hung	Gate to the Northwest Passage
Q5527563	Gatwick Aviation Museum		Gatwick Aviation Museum
Q657782	Gävle Castle		Gävle Castle
Q932562	Gawilghur		Gawilghur
Q134371	Gay	town in Orenburg Oblast, Russia	Gay, Orenburg Oblast
Q28084	Gaya confederacy	Old confederacy of Korea	Gaya confederacy
Q1348750	Gazankulu	former bantustan in South Africa	Gazankulu
Q2917385	Gaza synagogue		Gaza synagogue
Q953442	Gaziantep Museum of Archaeology		Gaziantep Museum of Archaeology
Q5529457	Gear 23	artwork by Steven Feren	Gear 23
Q5529829	Geelong Art Gallery		Geelong Art Gallery
Q2918086	Geffrye Museum	museum in London, England, specialising in the history of the English domestic interior	Geffrye Museum
Q3357825	Geijersgården		Geijersgården
Q1499198	Gekås		Gekås
Q15775	Gelendzhik	town in Krasnodar Krai, Russia	Gelendzhik
Q494733	Gelnhausen	seat of Main-Kinzig-Kreis and town in Hesse, Germany	Gelnhausen
Q165631	Gemäldegalerie	art museum in Berlin	Gemäldegalerie, Berlin
Q2847105	Gemeenlandshuis Zwanenburg	Former Dutch water board meeting hall, today part of Sugar City	Gemeenlandshuis Zwanenburg
Q1501295	Genadendal	town in the Western Cape, South Africa	Genadendal
Q5531701	General Artemas Ward	artwork by Leonard Crunelle	General Artemas Ward
Q5531755	General Casimir Pulaski	artwork by Kazimierz Chodziński	General Casimir Pulaski (statue)
Q5531839	General Douglas MacArthur	artwork by Robert Dean	General Douglas MacArthur (Dean)
Q5531919	General George B. McClellan	sculpture by Henry Jackson Ellicott	General George B. McClellan (Ellicott)
Q156111	General Government		General Government
Q1009125	General Guido Partido		General Guido Partido
Q375712	Generali Foundation		Generali Foundation
Q5531973	General John A. Rawlins	artwork by Joseph A. Bailly	General John A. Rawlins
Q5531982	General Jose de San Martin Memorial	artwork by Augustin-Alexandre Dumont	General Jose de San Martin Memorial
Q1009130	General La Madrid	Partido in the central region of Buenos Aires Province in Argentina.	General La Madrid Partido
Q5531997	General La Madrid	Town in Buenos Aires Province, Argentina	General La Madrid
Q5532097	General Philip Sheridan	artwork by Gutzon Borglum	General Philip Sheridan
Q671742	General Pueyrredón	Partido located on the Atlantic coast of Buenos Aires Province, Argentina.	General Pueyrredón Partido
Q604640	General Villegas Partido		General Villegas Partido
Q5532297	General William Tecumseh Sherman Monument	artwork by Carl Rohl-Smith, Sigvald Asbjørnsen, Theo Alice Ruggles Kitson, Stephen Abel Sinding and Lauritz Jensen	General William Tecumseh Sherman Monument
Q5532298	General Winfield Scott Hancock	artwork by Henry Jackson Ellicott	General Winfield Scott Hancock (Ellicott)
Q1098820	Gênes	former French department in Italy (1805-1814)	Gênes
Q5532716	Genesee Country Village and Museum		Genesee Country Village and Museum
Q2430559	Gentofte station	Copenhagen S-train station	Gentofte station
Q951921	Geological Museum of the State Geological Institute		Geological Museum of the State Geological Institute
Q5535469	Geometric Mouse, Variation I, Scale A	artwork by Claes Oldenburg	Geometric Mouse, Variation I, Scale A
Q370456	George	town in the Western Cape, South Africa	George, Western Cape
Q1130871	George and the Dragon		George and the Dragon (roller coaster)
Q14682008	George A. Strout House	historic home in Sebastopol, California	George A. Strout House
Q5090526	George C. Reifel Migratory Bird Sanctuary	protected area in British Columbia, Canada	George C. Reifel Migratory Bird Sanctuary
Q1507284	George Eastman House		George Eastman House
Q5539818	George Gordon Meade Memorial	artwork by Charles Grafly	George Gordon Meade Memorial
Q5539979	George Gustav Heye Center		George Gustav Heye Center
Q748869	George Mason Memorial	artwork by Wendy M. Ross	George Mason Memorial
Q5543272	George Peabody	bronze statue	George Peabody (sculpture)
Q5544002	George Rogers Clark	American General of the American Revolutionary War	George Rogers Clark (bust)
Q61092	George Town	capital of the state of Penang, Malaysia	George Town, Penang
Q3103726	Georgetown-St. Peters	Provincial electoral district in Prince Edward Island	Georgetown-St. Peters
Q10288976	George Washington	sculpture by Horacio Greenough	George Washington (Greenough)
Q5545909	George Washington	statue of George Washington, by Joseph A. Bailly	George Washington (Bailly)
Q5545916	George Washington	public artwork that is a copy of an original bust created by Jean Antoine Houdon	George Washington (bust by Houdon)
Q5545918	George Washington	public artwork by American sculptor Donald De Lue	George Washington (DeLue)
Q15221539	George Washington (Fairbanks)	artwork by Avard Fairbanks	George Washington (Fairbanks)
Q5546059	George Washington on Horseback	artwork by Herbert Haseltine	George Washington on Horseback
Q2241167	Georghausen castle		Georghausen Castle
Q1428	Georgia	state of the United States of America	Georgia (U.S. state)
Q5547611	Georgia Museum of Art	museum in Athens, Georgia	Georgia Museum of Art
Q5548702	Geppi's Entertainment Museum		Geppi's Entertainment Museum
Q1511196	Gerhard Marcks House		Gerhard Marcks House
Q5551009	German-American Heritage Museum of the USA		German-American Heritage Museum of the USA
Q2164087	German church	church building in Gamla stan, Stockholm, Sweden	German Church, Stockholm
Q329618	German colonial empire		German colonial empire
Q151624	German Confederation	a confederation of states on the territory of the former Holy Roman Empire of the German Nation	German Confederation
Q43287	German Empire	1871-1918 country in central Europe; predecessor of Germany	German Empire
Q685753	German Federal Archives	German federal archives	German Federal Archives
Q874373	German Hygiene Museum		German Hygiene Museum
Q155228	German Institute for Economic Research		German Institute for Economic Research
Q884474	German Institute for Medical Documentation and Information	organization of the German Federal Ministry of Health responsible for medical information classification and management	German Institute for Medical Documentation and Information
Q1205606	German Ivory Museum Erbach		German Ivory Museum Erbach
Q896952	German Mining Museum		German Mining Museum
Q27901	German Music Archive	music archive	German Music Archive
Q27302	German National Library	central archival library and national bibliographic centre for the Federal Republic of Germany	German National Library
Q478695	German National Museum		Germanisches Nationalmuseum
Q896469	German Research Centre for Artificial Intelligence		German Research Centre for Artificial Intelligence
Q153665	German South-West Africa	former colony of the German Empire	German South-West Africa
Q877844	German submarine U-854		German submarine U-854
Q387064	German Tank Museum		German Tank Museum
Q183	Germany	country in central Europe	Germany
Q993721	Germiston	city in Gauteng, South Africa	Germiston
Q518258	Gernrode		Gernrode
Q12517	Gers	French department	Gers
Q64380	Gersau	municipality in Switzerland	Gersau
Q5553245	Gertie the Duck	artwork by Gwendolyn Gillen	Gertie the Duck (Gillen)
Q530819	Gesellschaft für Erdkunde zu Berlin		Gesellschaft für Erdkunde zu Berlin
Q4221865	Gesher	Archaeological site in Israel	Gesher (archaeological site)
Q43250	Gestapo	official secret police of Nazi Germany	Gestapo
Q405005	Getafe	municipality in the province of Bohol, Philippines	Getafe, Bohol
Q29247	Getty Center	located in Brentwood, Los Angeles, California, is a campus for the J. Paul Getty Trust	Getty Center
Q5554756	Gettysburg Cyclorama		Gettysburg Cyclorama
Q180401	Getty Villa	art museum in Pacific Palisades, Los Angeles	Getty Villa
Q14682010	Geyserville Union School	historic school in California	Geyserville Union School
Q572245	Gheorghe Dima Music Academy	educational institution in Cluj-Napoca, Romania	Gheorghe Dima Music Academy
Q947907	Ghibli Museum		Ghibli Museum
Q946065	Gianni Caproni Museum of Aeronautics		Gianni Caproni Museum of Aeronautics
Q1638880	Giardino Alpino Paradisia		Giardino Alpino Paradisia
Q1645232	Giardino Botanico Alpinia		Giardino Botanico Alpinia
Q2077168	Giardino Botanico Alpino "Castel Savoia"		Giardino Botanico Alpino "Castel Savoia"
Q3763886	Giardino Botanico Alpino di Pietra Corva		Giardino Botanico Alpino di Pietra Corva
Q3763875	Giardino Botanico Carsiana		Giardino Botanico Carsiana
Q1054097	Giardino botanico Clelia Durazzo Grimaldi		Giardino botanico Clelia Durazzo Grimaldi
Q5558625	Giardino Botanico di Oropa		Giardino Botanico di Oropa
Q2879127	Giardino Botanico di Valbonella		Giardino Botanico di Valbonella
Q3763910	Giardino di Flora Appenninica		Giardino di Flora Appenninica
Q15221656	Gibbes Museum of Art	art museum in Charleston, South Carolina	Gibbes Museum of Art
Q130773	Gibraltar Chronicle		Gibraltar Chronicle
Q130775	Gibraltar Museum		Gibraltar Museum
Q5559245	Gibran Museum		Gibran Museum
Q885088	Giebichenstein Castle		Giebichenstein Castle
Q5359267	Gifu City Science Museum		Gifu City Science Museum
Q3462771	Gigant, Rostov Oblast	locality in Russia	Gigant, Rostov Oblast
Q5196030	Gijón Railway Museum		Gijón Railway Museum
Q5561775	Gilgal I		Gilgal I
Q5562522	Gilmore Car Museum		Gilmore Car Museum
Q5564059	Gippsland Art Gallery		Gippsland Art Gallery
Q5564477	Girl in a Wetsuit	sculpture by Elek Imredy	Girl in a Wetsuit
Q12526	Gironde	French department	Gironde
Q505259	Gislaved Municipality	municipality in Jönköping County, Sweden	Gislaved Municipality
Q5565542	Giuseppe Verdi Monument	sculpture by Pasquale Civiletti	Giuseppe Verdi Monument
Q5565798	Give and Take	artwork by Michael Smith	Give and Take (Smith)
Q1528852	Giyani		Giyani
Q1973987	Gizhiga		Gizhiga
Q5566087	Glace Bay Heritage Museum		Glace Bay Heritage Museum
Q1161253	Glacier National Park		Glacier National Park (Canada)
Q15662066	GLA Land and Property	subsidiary company of the Greater London Authority	GLA Land and Property
Q325366	Glambæk		Glambæk
Q70635	Glarus Nord	municipality in Switzerland	Glarus Nord
Q70695	Glarus Süd	municipality in Switzerland	Glarus Süd
Q3511316	Glasgow Museum of Transport		Glasgow Museum of Transport
Q5566996	Glasmuseet Ebeltoft		Glasmuseet Ebeltoft
Q109293	Glasscock County	county in Texas, USA	Glasscock County, Texas
Q309066	Glastonbury Festival	performing arts festival in Somerset, England	Glastonbury Festival
Q5567367	Glazok		Glazok
Q1530896	Glenbow Museum		Glenbow Museum
Q2068994	Glenbuchat Castle	historic Z plan Scottish castle	Glenbuchat Castle
Q285782	Glencoe, KwaZulu-Natal		Glencoe, KwaZulu-Natal
Q5568488	Glenesk Folk Museum		Glenesk Folk Museum
Q618728	Glenn Research Center		Glenn Research Center
Q5568028	Glen Rovers GAA	Gaelic Athletic Association club	Glen Rovers GAA
Q1531449	Glimmingehus		Glimmingehus
Q4139790	Glinka, Zabaykalsky Krai		Glinka, Zabaykalsky Krai
Q17703732	Global Development and Environment Institute	research center	Global Development and Environment Institute
Q666713	Globe Museum		Globe Museum
Q1531757	Globen metro station	metro station in southern Stockholm	Globen metro station
Q5571564	Glory	sculpture created by American artist Garry R. Bibbs	Glory (sculpture)
Q2945351	Glostrup station	Copenhagen S-train station	Glostrup station
Q502463	Gloucester County	county in New Jersey, United States	Gloucester County, New Jersey
Q239332	Gnesta Municipality	municipality in Södermanland County, Sweden	Gnesta Municipality
Q5574254	Gniew Castle		Gniew Castle
Q509609	Gnosjö Municipality	municipality in Jönköping County, Sweden	Gnosjö Municipality
Q895670	Godesburg		Godesburg
Q1526907	Goethe–Schiller Monument		Goethe–Schiller Monument
Q5577190	Goethe–Schiller Monument	artwork by Ernst Friedrich August Rietschel	Goethe–Schiller Monument (Milwaukee)
Q5577191	Goethe–Schiller Monument		Goethe–Schiller Monument (Syracuse)
Q5577249	Goff Memorial	artwork by Jules Déchin	Goff Memorial
Q28370	Goguryeo	Old kingdom of Korea.	Goguryeo
Q83189	Goiânia	capital and largest city of the Brazilian state of Goiás	Goiânia
Q41587	Goiás	state of Brazil	Goiás
Q1250076	Gojra		Gojra
Q5578056	Gokatsura Pond Furusato Village		Gokatsura Pond Furusato Village
Q499427	Göksholm	oldest inhabited house in Sweden	Göksholm
Q503623	Gold Coast	former British colony, now Ghana	Gold Coast (British colony)
Q1534587	Gold Coast Railroad Museum		Gold Coast Railroad Museum
Q5579226	Golden Boy	sculpture by Georges Gardet	Golden Boy (Manitoba)
Q2529957	Golden Buddha		Golden Buddha (statue)
Q5579334	Golden Dragon Museum		Golden Dragon Museum
Q1534860	Golden Ears Provincial Park		Golden Ears Provincial Park
Q14682042	Golden Gate Park windmills	windmills in Golden Gate Park in San Francisco, California	Golden Gate Park windmills
Q914456	Goldmann		Goldmann (publisher)
Q1109031	Gold Museum, Bogotá		Gold Museum, Bogotá
Q975897	Goldthwaite	city in Texas, USA	Goldthwaite, Texas
Q5580391	Goldwell Open Air Museum		Goldwell Open Air Museum
Q134446	Golitsyno		Golitsyno, Moscow Oblast
Q1031520	Gömör és Kis-Hont County		Gömör és Kis-Hont County
Q2534814	Gondoletta		Gondoletta
Q4205960	Göransson Arena		Göransson Arena
Q692946	Gorizia and Gradisca	Crown land of the empire of Austria	Gorizia and Gradisca
Q126877	Gorky Park	amusement park in Moscow, Russia	Gorky Park (Moscow)
Q1431400	Gorna Oryahovitsa Airport	commercial airport in Bulgaria	Gorna Oryahovitsa Airport
Q134483	Gornozavodsk		Gornozavodsk, Perm Krai
Q134493	Gornyak		Gornyak, Altai Krai
Q1020017	Gorny, Zabaykalsky Krai		Gorny, Zabaykalsky Krai
Q134506	Gorodets		Gorodets, Nizhny Novgorod Oblast
Q1642240	Gorodetsky District		Gorodetsky District
Q134512	Gorodishche	town in Russia	Gorodishche, Gorodishchensky District, Penza Oblast
Q134519	Gorodovikovsk	town in Russia	Gorodovikovsk
Q620612	Gorodovikovsky District		Gorodovikovsky District
Q5587116	Gorōyama kofun		Gorōyama kofun
Q134531	Goryachy Klyuch	town in Krasnodar Krai, Russia	Goryachy Klyuch, Krasnodar Krai
Q2145397	Goshen (South Africa)		State of Goshen
Q872248	Göss Abbey		Göss Abbey
Q3358029	Göta Air Wing	former Swedish Air Force wing	F 9 Säve
Q14300084	Gotemba Premium Outlets		Gotemba Premium Outlets
Q956772	Gothenburg Botanical Garden		Gothenburg Botanical Garden
Q1236650	Gothenburg Cathedral	cathedral in Gothenburg, Sweden	Gothenburg Cathedral
Q54326	Gothenburg Central Station		Gothenburg Central Station
Q657966	Gothenburg Concert Hall		Gothenburg Concert Hall
Q1137115	Gothenburg-Landvetter Airport	international airport serving Gothenburg, Sweden	Göteborg Landvetter Airport
Q1992004	Gothenburg Museum of Art	art museum in Gothenburg, Sweden	Gothenburg Museum of Art
Q374794	Gotland Municipality	municipality in Gotland County, Sweden	Gotland Municipality
Q5587922	Gotland Regiment		Gotland Regiment
Q2374140	Gotoh Museum		Gotoh Museum
Q685608	Gottlieb Duttweiler Institute		Gottlieb Duttweiler Institute
Q2230635	Gouda Goverwelle railway station		Gouda Goverwelle railway station
Q800833	Gouda railway station		Gouda railway station
Q2036255	Goulandris Natural History Museum		Goulandris Natural History Museum
Q15961636	Goulburn Rail Heritage Centre		Goulburn Rail Heritage Centre
Q70741	Goumoëns	municipality in Switzerland	Goumoëns
Q220798	Government Communications Headquarters	British intelligence agency	Government Communications Headquarters
Q3536763	Government Museum		Government Museum, Chennai
Q15961664	Government Museum, Tiruchirappalli		Government Museum, Tiruchirappalli
Q11483889	Government Pension Investment Fund, Japan		Government Pension Investment Fund, Japan
