Q1530976	Musée Français de la Carte à Jouer		Musée Français de la Carte à Jouer
Q15310035	Guanfu Museum		Guanfu Museum
Q153128	Independent State of Croatia		Independent State of Croatia
Q1531449	Glimmingehus		Glimmingehus
Q1531708	Bog-à-Lanières Ecological Reserve		Bog-à-Lanières Ecological Reserve
Q1532456	Corpus Christi Church		Corpus Christi Church, Nesvizh
Q1533416	Museo Civico di Storia Naturale di Milano		Museo Civico di Storia Naturale di Milano
Q153392	Kireyevsk		Kireyevsk
Q153412	Kirensk		Kirensk
Q1534587	Gold Coast Railroad Museum		Gold Coast Railroad Museum
Q1534860	Golden Ears Provincial Park		Golden Ears Provincial Park
Q1535247	Palais de Tokyo		Palais de Tokyo
Q153541	Botanical Garden of Mérida		Botanical Garden of Mérida
Q153549	Kirovgrad		Kirovgrad
Q153559	Sicherheitsdienst		Sicherheitsdienst
Q153565	Kirovo-Chepetsk		Kirovo-Chepetsk
Q153636	Kirs		Kirs, Russia
Q1536549	Leipoldtville		Leipoldtville
Q153655	Kirsanov		Kirsanov
Q1536593	Danish Tramway Museum		Skjoldenæsholm Tram Museum
Q153660	Italian Social Republic		Italian Social Republic
Q153663	Kiselyovsk		Kiselyovsk
Q153684	Klimovsk		Klimovsk
Q153715	Klintsy		Klintsy
Q153749	Kovdor		Kovdor
Q153787	Kovylkino		Kovylkino
Q1538285	Irish Museum of Modern Art		Irish Museum of Modern Art
Q1538311	Travancore-Cochin		Travancore-Cochin
Q1538826	Musée des Arts et Métiers		Musée des Arts et Métiers
Q1539046	Oskarshamn Nuclear Power Plant		Oskarshamn Nuclear Power Plant
Q153943	Kingdom of Westphalia		Kingdom of Westphalia
Q1540258	National Museum of Prehistory		National Museum of Prehistory (Taiwan)
Q1540280	Arkhangelsk Governorate		Arkhangelsk Governorate
Q1540289	Kherson Governorate		Kherson Governorate
Q1540291	Ryazan Governorate		Ryazan Governorate
Q1540300	Kovno Governorate		Kovno Governorate
Q1540306	Tambov Governorate		Tambov Governorate
Q1540321	Taurida Governorate		Taurida Governorate
Q1540322	Tobolsk Governorate		Tobolsk Governorate
Q1540335	Vyatka Governorate		Vyatka Governorate
Q1540834	Håga Kurgan		Håga mound
Q1541098	London Transport Museum		London Transport Museum
Q15411526	F.C. Porto Museum		FC Porto Museum
Q1541353	Sirmoor State		Sirmoor State
Q1541450	Royal Swedish Academy of Music		Royal Swedish Academy of Music
Q1541623	County of Blankenburg		County of Blankenburg
Q1541716	Königsegg-Rothenfels		Königsegg-Rothenfels
Q1541884	Well of Moses		Well of Moses
Q1542668	Groninger Museum		Groninger Museum
Q1542695	Royal British Columbia Museum		Royal British Columbia Museum
Q1542741	Palmares		Palmares (quilombo)
Q1543219	San Salvador Department		San Salvador Department
Q1543476	Wik Castle		Vik Castle
Q1543887	Torup Castle		Torup Castle
Q154401	Slovak Republic		Slovak Republic (1939–45)
Q1544161	Tyresta National Park		Tyresta National Park
Q1544347	Åkeshov Castle		Åkeshov Castle
Q1544881	University of Tampere		University of Tampere
Q1545942	Nawanagar State		Nawanagar State
Q1546159	Mälardalen University College		Mälardalen University College
Q154630	Kogalym		Kogalym
Q1546319	Graeco-Roman Museum		Graeco-Roman Museum
Q154648	Kodinsk		Kodinsk
Q154669	Kozlovka		Kozlovka, Kozlovsky District, Chuvash Republic
Q154678	Tuzly Lagoons National Nature Park		Tuzly Lagoons National Nature Park
Q154682	Kozmodemyansk		Kozmodemyansk, Mari El Republic
Q1546997	Iburg Castle		Iburg Castle
Q1547331	Musée Hergé		Musée Hergé
Q154738	Kolpino		Kolpino, Saint Petersburg
Q154741	Confederation of the Rhine		Confederation of the Rhine
Q154775	Tsitsernakaberd		Tsitsernakaberd
Q154801	Komsomolsk-on-Amur		Komsomolsk-on-Amur
Q1549254	Principality of Seborga		Principality of Seborga
Q1549278	Machaerus		Machaerus
Q1549630	Nackasändaren		Nackasändaren
Q15503298	Pombia Safari Park		Pombia Safari Park
Q155095	Konakovo		Konakovo
Q155108	Kondopoga		Kondopoga
Q155122	Kondrovo		Kondrovo, Kaluga Oblast
Q155133	Konstantinovsk		Konstantinovsk
Q155148	Kopeysk		Kopeysk
Q155228	German Institute for Economic Research		German Institute for Economic Research
Q155229	Korablino		Korablino, Korablinsky District, Ryazan Oblast
Q155243	Turukhansk		Turukhansk
Q155276	Korkino		Korkino, Chelyabinsk Oblast
Q155331	Korsakov		Korsakov (town)
Q1553329	Grands-Jardins National Park		Grands-Jardins National Park
Q155379	Kostomuksha		Kostomuksha
Q155426	Kotelnikovo		Kotelnikovo, Volgograd Oblast
Q155456	Lady Grey, Eastern Cape		Lady Grey, Eastern Cape
Q155470	Kotovo		Kotovo, Volgograd Oblast
Q155541	Krasnoarmeysk		Krasnoarmeysk, Moscow Oblast
Q155553	Krasnoarmeysk		Krasnoarmeysk, Saratov Oblast
Q155560	Krasnovishersk		Krasnovishersk
Q155570	Saxe-Weimar-Eisenach		Grand Duchy of Saxe-Weimar-Eisenach
Q155597	Krasnozavodsk		Krasnozavodsk
Q155615	Krasnoznamensk		Krasnoznamensk, Moscow Oblast
Q155624	Krasnokamensk		Krasnokamensk, Zabaykalsky Krai
Q155693	Lichtenstein Castle		Lichtenstein Castle (Württemberg)
Q155699	Abbey of Saint Gall		Abbey of Saint Gall
Q155732	Krasnoslobodsk		Krasnoslobodsk, Volgograd Oblast
Q155745	Krasnoslobodsk		Krasnoslobodsk, Republic of Mordovia
Q1557627	State of Franklin		State of Franklin
Q155767	Krasnoturyinsk		Krasnoturyinsk
Q155774	Krasnouralsk		Krasnouralsk
Q1557792	Gwalior State		Gwalior State
Q155785	Krasnoufimsk		Krasnoufimsk
Q155797	Krasny Kut		Krasny Kut, Saratov Oblast
Q155809	Novoshakhtinsk		Novoshakhtinsk
Q155818	Oktyabrsk		Oktyabrsk
Q155829	Krasny Sulin		Krasny Sulin
Q1558305	Kaunas University of Technology Gymnasium		Kaunas University of Technology Gymnasium
Q155912	Kuvandyk		Kuvandyk
Q155921	Bletchley Park		Bletchley Park
Q155936	Kudymkar		Kudymkar
Q155947	Kuznetsk		Kuznetsk
Q155963	Kulebaki		Kulebaki
Q155968	Kumertau		Kumertau
Q155974	Kungur		Kungur
Q155990	Kupino		Kupino, Novosibirsk Oblast
Q156038	Duchy of Courland and Semigallia		Duchy of Courland and Semigallia
Q156111	General Government		General Government
Q156209	Kurtamysh		Kurtamysh (town)
Q156261	Kusa		Kusa, Russia
Q15627719	Skagen Bunker Museum		Skagen Bunker Museum
Q156284	Kushva		Kushva
Q1563072	Rossiya Theatre		Rossiya Theatre
Q156320	Kyshtym		Kyshtym
Q156337	Kyakhta		Kyakhta
Q1565776	Wakkerstroom		Wakkerstroom
Q156602	Labytnangi		Labytnangi
Q156614	Lagan		Lagan, Russia
Q1566469	Stenshuvud National Park		Stenshuvud National Park
Q156722	Altes Museum		Altes Museum
Q1567294	Sarnath Museum		Sarnath Museum
Q1567478	The Hepworth Wakefield		The Hepworth Wakefield
Q1567576	Arch of Hadrian		Arch of Hadrian (Athens)
Q1568440	Björketorp Runestone		Björketorp Runestone
Q1568614	Södertälje Fotbollsarena		Södertälje Fotbollsarena
Q1569018	Rungstedlund		Rungstedlund
Q1569444	Mütter Museum		Mütter Museum
Q1569673	Newman Institute		Newman Institute (Uppsala)
Q157013	Hohenzollern-Sigmaringen		Hohenzollern-Sigmaringen
Q1570412	Museo Torres García		Museo Torres García
Q15706580	Zec Batiscan-Neilson		Zec Batiscan-Neilson
Q157094	Nebra sky disk		Nebra sky disk
Q15715077	Hong Kong College of Medicine for Chinese		Hong Kong College of Medicine for Chinese
Q15715949	Museum of Death		Museum of Death
Q157298	Pergamon Museum		Pergamon Museum
Q157367	Brandenburg-Prussia		Brandenburg-Prussia
Q157395	Langepas		Langepas
Q1574275	Strömsund Bridge		Strömsund Bridge
Q157447	Lebedyan		Lebedyan
Q157458	Leninogorsk		Leninogorsk, Russia
Q157469	Leninsk		Leninsk, Volgograd Oblast
Q157523	Lesnoy		Lesnoy, Sverdlovsk Oblast
Q1575359	Haneburg		Haneburg
Q1575435	Forsmark Nuclear Power Plant		Forsmark Nuclear Power Plant
Q157550	Lorsch Abbey		Lorsch Abbey
Q157566	Lesosibirsk		Lesosibirsk
Q157576	Livny		Livny
Q157596	Bayreuth Festival		Bayreuth Festival
Q157605	Livonian Brothers of the Sword		Livonian Brothers of the Sword
Q157660	Likhoslavl		Likhoslavl
Q157666	Lobnya		Lobnya
Q157723	Losino-Petrovsky		Losino-Petrovsky
Q157757	Lukhovitsy		Lukhovitsy
Q157764	Lyskovo		Lyskovo, Nizhny Novgorod Oblast
Q157771	Lysva		Lysva
Q157790	Lgov		Lgov, Kursk Oblast
Q157841	Lyudinovo		Lyudinovo
Q157850	Lyantor		Lyantor
Q157886	Maulbronn Monastery		Maulbronn Monastery
Q157945	Malaya Vishera		Malaya Vishera
Q157955	Malgobek		Malgobek
Q158010	Mamadysh		Mamadysh
Q1580709	Tembisa		Tembisa
Q1581154	National Historical Museum		National Historical Museum (Albania)
Q1581634	São Paulo Museum of Modern Art		São Paulo Museum of Modern Art
Q1582152	House of Folklore		House of Folklore
Q1582462	Museum of Independence		Museum of Independence
Q1583034	Myresjöhus Arena		Myresjöhus Arena
Q158336	Mariinsky Posad		Mariinsky Posad
Q158357	Marks		Marks, Russia
Q158411	Medvezhyegorsk		Medvezhyegorsk
Q1584818	Kolossi Castle		Kolossi Castle
Q1585090	Hardenburg		Hardenburg (Bad Dürkheim)
Q1586886	Volhynian Voivodeship		Volhynian Voivodeship (1569–1795)
Q1586957	Lady Lever Art Gallery		Lady Lever Art Gallery
Q1587245	Hartland, Vermont		Hartland, Vermont
Q158731	Mezhgorye		Mezhgorye, Republic of Bashkortostan
Q158751	Mezhdurechensk		Mezhdurechensk, Kemerovo Oblast
Q158816	Mendeleyevsk		Mendeleyevsk
Q158830	Menzelinsk		Menzelinsk
Q158835	Prince-Bishopric of Liège		Prince-Bishopric of Liège
Q158864	Mikun		Mikun
Q158867	Century Media Records		Century Media Records
Q158872	Millerovo		Millerovo, Millerovsky District, Rostov Oblast
Q158928	Bushehr		Bushehr
Q15898617	Ulsan Museum		Ulsan Museum
Q158990	Minusinsk		Minusinsk
Q1590213	Macassar, Western Cape		Macassar, Western Cape
Q159041	Minyar		Minyar
Q159071	Mikhaylov		Mikhaylov, Ryazan Oblast
Q159134	Mogocha		Mogocha
Q159149	Mozhga		Mozhga
Q15917450	Dogra Art Museum, Jammu		Dogra Art Museum, Jammu
Q15921706	Bexhill Museum		Bexhill Museum
Q159222	Morozovsk		Morozovsk
Q159261	Moskovsky		Moskovsky, Moscow
Q15933226	Nagi Museum Of Contemporary Art		Nagi Museum Of Contemporary Art
Q1593861	Tunavallen		Tunavallen
Q1594130	Rischmannshof Heath Museum		Rischmannshof Heath Museum
Q159501	Muravlenko		Muravlenko
Q1595745	Heimburg in Niederheimbach		Heimburg in Niederheimbach
Q15958709	Spirit of Flight Center		Spirit of Flight Center
Q15958739	Tsisdarakis Mosque		Tzistarakis Mosque
Q15959073	Sartorial Contemporary Art		Sartorial Contemporary Art
Q15959608	Colorado School of Mines Geology Museum		Colorado School of Mines Geology Museum
Q15959926	Indiana Aviation Museum		Indiana Aviation Museum
Q15960703	Guelph Civic Museum		Guelph Civic Museum
Q15961360	West Nusa Tenggara State Museum		West Nusa Tenggara State Museum
Q15961414	Tramway Historical Society		Tramway Historical Society
Q15961417	Stellenbosch Museum		Stellenbosch Museum
Q15961459	The Magic House, St. Louis Children's Museum		The Magic House, St. Louis Children's Museum
Q15961465	Teapot Island		Teapot Island
Q15961473	Ulsan Science Museum		Ulsan Science Museum
Q15961490	Shilpgram, Sawai Madhopur		Shilpgram, Sawai Madhopur
Q15961492	The Museum of Innocence (museum)		The Museum of Innocence (museum)
Q15961507	Swedish Heritage Center		Swedish Heritage Center
Q15961512	Rio Tinto Alcan Planetarium		Rio Tinto Alcan Planetarium
Q15961522	Tarquinia National Museum		Tarquinia National Museum
Q15961527	Davis Museum		Davis Museum
Q15961548	Vintage Motorcycle Museum (Chehalis, Washington)		Vintage Motorcycle Museum (Chehalis, Washington)
Q15961559	Thomas J. Watson Library		Thomas J. Watson Library
Q15961566	The Thinkery		The Thinkery
Q15961572	Shoeless Joe Jackson Museum		Shoeless Joe Jackson Museum
Q15961573	Angkor National Museum		Angkor National Museum
Q15961602	Ajax Experience		Ajax Experience
Q15961609	Museum of American Heritage		Museum of American Heritage
Q15961613	Jewelry Museum		Jewelry Museum
Q15961620	Webb-Deane-Stevens Museum		Webb-Deane-Stevens Museum
Q15961629	Hellenic Museum, Melbourne		Hellenic Museum, Melbourne
Q15961636	Goulburn Rail Heritage Centre		Goulburn Rail Heritage Centre
Q15961637	Museum of Australian Democracy at Eureka		Museum of Australian Democracy at Eureka
Q15961644	Museo Nacional de la Máscara		Museo Nacional de la Máscara
Q15961645	Carpenter Museum		Carpenter Museum
Q15961648	Center of the Tokyo Raids and War Damage		Center of the Tokyo Raids and War Damage
Q15961649	Great Smoky Mountains Heritage Center		Great Smoky Mountains Heritage Center
Q15961652	List of St. Louis Cardinals in the Baseball Hall of Fame		List of St. Louis Cardinals in the Baseball Hall of Fame
Q15961653	Volcano House, Iceland		Volcano House, Iceland
Q15961659	Canadian Aviation Heritage Centre		Canadian Aviation Heritage Centre
Q15961664	Government Museum, Tiruchirappalli		Government Museum, Tiruchirappalli
Q15961666	Ahmet Hamdi Tanpınar Literature Museum Library		Ahmet Hamdi Tanpınar Literature Museum Library
Q15961667	Nepal Olympic Museum		Nepal Olympic Museum
Q1597542	Steninge Palace		Steninge Palace
Q15983747	Civic museum of Crema		Civic Museum of Crema
Q15987811	Japanese School in London		Japanese School in London
Q1600831	Institut Valencià d'Art Modern		Institut Valencià d'Art Modern
Q1601986	The Motherland Calls		The Motherland Calls
Q1602351	Sächsische Akademie der Künste		Sächsische Akademie der Künste
Q1603067	Chulman		Chulman
Q1607765	Lille Métropole Museum of Modern, Contemporary and Outsider Art		Lille Métropole Museum of Modern, Contemporary and Outsider Art
Q16079848	Hyowon High School		Hyowon High School
Q1610034	Heritage Square Museum		Heritage Square Museum
Q161156	Palace of the Republic		Palace of the Republic (Berlin)
Q1613719	Maria Curie-Skłodowska University		Maria Curie-Skłodowska University
Q1614521	Herschel, Eastern Cape		Herschel, Eastern Cape
Q1615377	Duchy of Bernstadt		Duchy of Bernstadt
Q1615435	Duchy of Głubczyce		Duchy of Głubczyce
Q1615455	Duchy of Mirandola		Duchy of Mirandola
Q1615832	Nizhny Bestyakh		Nizhny Bestyakh
Q1616123	Nederlands Scheepvaartmuseum		Nederlands Scheepvaartmuseum
Q1619447	Lucian Blaga University of Sibiu		Lucian Blaga University of Sibiu
Q1619788	Byblos Castle		Byblos Castle
Q162079	Pokhvistnevo		Pokhvistnevo, Samara Oblast
Q1621165	Kolumba		Kolumba
Q1621837	Cherlak, Cherlaksky District, Omsk Oblast		Cherlak, Cherlaksky District, Omsk Oblast
Q1622092	Bremen University of Applied Sciences		Bremen University of Applied Sciences
Q1622139	Oslo University College		Oslo University College
Q162222	Deutsche Bundesbank		Deutsche Bundesbank
Q1623194	Imperial Furniture Museum		Imperial Furniture Collection
Q1623936	Kingdom of Garo		Kingdom of Garo
Q1624224	Museum Speelklok		Museum Speelklok
Q1625209	Frontenac National Park		Frontenac National Park
Q1626816	Saint Mark		Saint Mark (Donatello)
Q162684	Charité		Charité
Q1626931	Hong Kong Museum of History		Hong Kong Museum of History
Q1628251	The Caress of a Bird		The Caress of a Bird
Q1628366	Museum of the Rockies		Museum of the Rockies
Q1628487	Horniman Museum		Horniman Museum
Q1628544	Baltic State Technical University		Baltic State Technical University
Q16295673	Daisy Lake Uplands Provincial Park		Daisy Lake Uplands Provincial Park
Q1629739	Akureyri Art Museum		Akureyri Art Museum
Q1629803	Vida Arena		Vida Arena
Q1630460	Hospital and order of Aubrac		Order of Aubrac
Q1630760	Plaisance National Park		Plaisance National Park
Q1630833	Hotel Berlin, Berlin		Hotel Berlin, Berlin
Q1631008	National Museum of Iran		National Museum of Iran
Q1631251	Museo del vino (Torgiano)		Museo del vino (Torgiano)
Q1631363	Mariedal Castle		Mariedal Castle
Q1631393	Jernvallen		Jernvallen
Q1631583	Jacques-Cartier National Park		Jacques-Cartier National Park
Q1631711	Musée Fragonard d'Alfort		Musée Fragonard d'Alfort
Q163299	Chemtou Museum		Chemtou Museum
Q1633517	Bernardino Rivadavia Natural Sciences Museum		Bernardino Rivadavia Natural Sciences Museum
Q1634251	Museum aan het Vrijthof		Museum aan het Vrijthof
Q1635679	Montacute House		Montacute House
Q163643	Ramenskoye		Ramenskoye, Moscow Oblast
Q1636725	Viderup Castle		Viderup Castle
Q1636905	Tarvaspää		Tarvaspää
Q1638259	Huntsville Museum of Art		Huntsville Museum of Art
Q163845	Navashino		Navashino
Q1638880	Giardino Alpino Paradisia		Giardino Alpino Paradisia
Q163907	Nazarovo		Nazarovo, Krasnoyarsk Krai
Q163935	Nazran		Nazran
Q1639475	Mountainous Republic of the Northern Caucasus		Mountainous Republic of the Northern Caucasus
Q163954	Nazyvayevsk		Nazyvayevsk
Q163986	Narimanov		Narimanov, Astrakhan Oblast
Q164001	Naro-Fominsk		Naro-Fominsk
Q1640397	Liljevalchs konsthall		Liljevalchs konsthall
Q1640537	Anoeta		Anoeta
Q1640555	Solliden Palace		Solliden Palace
Q1640726	National Technical University of Athens		National Technical University of Athens
Q1640876	Lahore Museum		Lahore Museum
Q1642240	Gorodetsky District		Gorodetsky District
Q1642662	Nova Lima		Nova Lima
Q1645232	Giardino Botanico Alpinia		Giardino Botanico Alpinia
Q1647539	Royal Canadian Mint		Royal Canadian Mint
Q164816	Burg Gutenfels		Gutenfels Castle
Q1649688	Museum of Contemporary Art Tokyo		Museum of Contemporary Art Tokyo
Q1649871	History of Poland during the Jagiellon dynasty		Kingdom of Poland (1385–1569)
Q1650986	Arzamassky District		Arzamassky District
Q1651381	Schiermonnikoog National Park		Schiermonnikoog National Park
Q1651491	Buturlinsky District		Buturlinsky District
Q1651511	Balakhninsky District		Balakhninsky District
Q1652025	Gaginsky District		Gaginsky District
Q1652558	Krasnobakovsky District		Krasnobakovsky District
Q1652732	Lukoyanovsky District		Lukoyanovsky District
Q1652762	Koverninsky District		Koverninsky District
Q1652869	Kstovsky District		Kstovsky District
Q1653020	Lyskovsky District		Lyskovsky District
Q1653045	Knyagininsky District		Knyagininsky District
Q165366	Anne Frank House		Anne Frank House
Q1653941	Perevozsky District		Perevozsky District
Q1654001	IKSU		IKSU
Q1654623	Sechenovsky District		Sechenovsky District
Q1654652	Pilninsky District		Pilninsky District
Q1654853	Sergachsky District		Sergachsky District
Q1655393	Tonkinsky District		Tonkinsky District
Q1655429	Sharangsky District		Sharangsky District
Q1656102	Varnavinsky District		Varnavinsky District
Q1656169	Shatkovsky District		Shatkovsky District
Q1656936	Presidencia Roque Sáenz Peña		Presidencia Roque Sáenz Peña
Q1658305	Vachsky District		Vachsky District
Q165844	Nevyansk		Nevyansk
Q1658625	Voznesensky District		Voznesensky District
Q1658646	Vadsky District		Vadsky District
Q1658660	Vetluzhsky District		Vetluzhsky District
Q165944	Gamla Ullevi		Gamla Ullevi
Q1659808	Imeni Poliny Osipenko		Imeni Poliny Osipenko (rural locality)
Q1661071	Independence Seaport Museum		Independence Seaport Museum
Q1662109	SieboldHuis		SieboldHuis
Q1663537	Inini		Inini
Q1663657	Vittskövle Castle		Vittskövle Castle
Q1665030	Kiel Institute for the World Economy		Kiel Institute for the World Economy
Q1665153	Institute of Contemporary Arts		Institute of Contemporary Arts
Q166592	Kräklingbo church		Kräklingbo Church
Q1666473	International Council of African Museums		International Council of African Museums
Q1666801	International Peace Garden		International Peace Garden
Q1667156	National Museum of the Philippines		National Museum of the Philippines
Q1668196	Museo Galileo		Museo Galileo
Q1671256	Kokstad, KwaZulu-Natal		Kokstad
Q1672034	Marienschrein		Marienschrein
Q1672840	National Museum of Ireland		National Museum of Ireland
Q1673310	Töfsingdalen National Park		Töfsingdalen National Park
Q1675176	Italian Air Force Museum		Italian Air Force Museum
Q1677131	Túcume		Túcume
Q1678321	Baku Museum of Modern Art		Baku Museum of Modern Art
Q1678784	Jaisalmer State		Jaisalmer State
Q1681268	Patensie		Patensie
Q1681450	Jamkhandi State		Jamkhandi State
Q1683113	Japan Agency for Marine-Earth Science and Technology		Japan Agency for Marine-Earth Science and Technology
Q168400	Canton Tower		Canton Tower
Q1684961	The Apotheosis of Washington		The Apotheosis of Washington
Q1685139	Museum of Art Fort Lauderdale		Museum of Art Fort Lauderdale
Q1685314	Cologne Cable Car		Cologne Cable Car
Q1686510	Tromsø University Museum		Tromsø University Museum
Q1686625	Yelan, Volgograd Oblast		Yelan, Volgograd Oblast
Q168754	Space World		Space World
Q168782	Tobolsk		Tobolsk
Q1688000	Pustozyorsk		Pustozyorsk
Q1688049	United States Hockey Hall of Fame		United States Hockey Hall of Fame
Q1688730	Jewish Museum of Australia		Jewish Museum of Australia
Q1689602	Tama Tech		Tama Tech
Q16896972	Petropavlovsk, Sakha Republic		Petropavlovsk, Sakha Republic
Q16899611	St George's Church of England School		St George's Church of England School
Q16901010	Samuel Taft House		Samuel Taft House
Q16902177	Two Angels in Sant'Agostino		Two Angels in Sant'Agostino
Q16903487	Brushstrokes		Brushstrokes (sculpture)
Q16912811	Lev!		Lev!
Q1693203	Port Alfred		Port Alfred
Q16959554	Nuestra Señora de Lourdes, Malvín, Montevideo		Nuestra Señora de Lourdes, Malvín, Montevideo
Q1696178	National Soaring Museum		National Soaring Museum
Q1699233	Museum Mayer van den Bergh		Museum Mayer van den Bergh
Q17000115	Hōtoku Gakuen High School		Hōtoku Gakuen High School
Q170072	Dutch Republic		Dutch Republic
Q170109	Berlin State Library		Berlin State Library
Q1702796	Kushnarenkovsky District		Kushnarenkovsky District
Q1702931	Sharansky District		Sharansky District
Q1702952	Belebeyevsky District		Belebeyevsky District
Q1702957	Bizhbulyaksky District		Bizhbulyaksky District
Q17030162	Verne Cistern		Verne Cistern
Q170315	Abbottabad		Abbottabad
Q1703288	Miyakinsky District		Miyakinsky District
Q1703465	Buzdyaksky District		Buzdyaksky District
Q1703468	Davlekanovsky District		Davlekanovsky District
Q1703477	Birsky District		Birsky District
Q1703482	Karaidelsky District		Karaidelsky District
Q1703876	Ottoshoop		Ottoshoop
Q170468	United Arab Republic		United Arab Republic
Q170495	Topkapı Palace		Topkapı Palace
Q170513	Taganrog		Taganrog
Q1705530	Musée de la civilisation		Musée de la civilisation
Q1705615	William A. Switzer Provincial Park		William A. Switzer Provincial Park
Q17068614	Lange Voorhout Palace		Lange Voorhout Palace
Q1708628	Memel, Free State		Memel, Free State
Q1710909	Marton Museum		Marton Museum
Q171203	Benin Empire		Benin Empire
Q1713506	Junibacken		Junibacken
Q1714015	Yuryung-Khaya		Yuryung-Khaya
Q1717770	Sviyazhsk		Sviyazhsk
Q1720882	Cutch State		Cutch State
Q172107	Polish–Lithuanian Commonwealth		Polish–Lithuanian Commonwealth
Q1721683	Bremen Main Post Office Building		Bremen Main Post Office Building
Q1722305	Sydney Jewish Museum		Sydney Jewish Museum
Q172247	FC Schaffhausen		FC Schaffhausen
Q1723403	Kamskoye Ustye		Kamskoye Ustye
Q172366	Nelidovo		Nelidovo, Nelidovsky District, Tver Oblast
Q1724211	Kiihtelysvaara		Kiihtelysvaara
Q1724367	Museum of Science & Industry		Museum of Science & Industry (Tampa)
Q172448	Nerekhta		Nerekhta, Kostroma Oblast
Q172470	Neryungri		Neryungri
Q172575	Neftegorsk		Neftegorsk, Samara Oblast
Q172601	Neftekamsk		Neftekamsk
Q172616	Nefteyugansk		Nefteyugansk
Q1726492	Obelisk of Montevideo		Obelisk of Montevideo
Q172657	Nizhnekamsk		Nizhnekamsk
Q172671	Nizhneudinsk		Nizhneudinsk
Q172685	Nizhniye Sergi		Nizhniye Sergi
Q172696	Nizhny Lomov		Nizhny Lomov
Q1728495	Phu Khao Fai Kradong Forest Park		Khao Kradong Forest Park
Q1728782	Kapurthala State		Kapurthala State
Q17299491	Zec Collin		Zec Collin
Q173008	Nizhnyaya Salda		Nizhnyaya Salda
Q173015	Nizhnyaya Tura		Nizhnyaya Tura
Q173026	Nikolayevsk		Nikolayevsk
Q173037	Nikolayevsk-on-Amur		Nikolayevsk-on-Amur
Q173064	Nikolsk		Nikolsk, Nikolsky District, Penza Oblast
Q1732464	Timor Timur		Timor Timur
Q1732774	National Institute for Medical Research		National Institute for Medical Research
Q17339437	National Museum of Ethnology		National Museum of Ethnology (Netherlands)
Q1734162	Villa Atma		Villa Atma
Q1734280	Karolinska University Hospital		Karolinska University Hospital
Q17347251	Zec Boullé		Zec Boullé
Q17347252	Zec de l'Anse-Saint-Jean		Zec de l'Anse-Saint-Jean
Q17354078	Zec Bras-Coupé–Désert		Zec Bras-Coupé–Désert
Q1736784	Statue of Europe		Statue of Europe
Q1737281	Kavalerovo		Kavalerovo
Q173858	Novaya Lyalya		Novaya Lyalya
Q17389922	Kaeng Krachan Dam		Kaeng Krachan Dam
Q17389925	Nam Pung Dam		Nam Pung Dam
Q17389928	Tha Thung Na Dam		Tha Thung Na Dam
Q173903	Novoaltaysk		Novoaltaysk
Q173943	Novovoronezh		Novovoronezh
Q1740592	Western Zhou Yan State Capital Museum		Western Zhou Yan State Capital Museum
Q174138	Novozybkov		Novozybkov
Q174155	Novokubansk		Novokubansk
Q174185	Ryazhsk		Ryazhsk
Q1742077	King Records		King Records (United States)
Q174228	Caparaó National Park		Caparaó National Park
Q174274	Cinémathèque Française		Cinémathèque Française
Q1742872	Ganthem Church		Ganthem Church
Q1743815	Southsea Castle		Southsea Castle
Q174552	Technopolis		Technopolis (Gazi)
Q174617	Oregon Museum of Science and Industry		Oregon Museum of Science and Industry
Q1748404	Museu de Belles Arts de València		Museu de Belles Arts de València
Q174911	The Rooms		The Rooms
Q1749526	Inzhich-Chukun		Inzhich-Chukun
Q1750319	Sutherland, Northern Cape		Sutherland, Northern Cape
Q1751092	Mont-Mégantic National Park		Mont-Mégantic National Park
Q175124	Novokuybyshevsk		Novokuybyshevsk
Q175141	Novomichurinsk		Novomichurinsk
Q175161	Novomoskovsk		Novomoskovsk, Russia
Q17517117	Bangabandhu International Conference Center		Bangabandhu International Conference Center
Q1751928	Linnaeus University		Linnaeus University
Q175276	Kingdom of León		Kingdom of León
Q175371	Novouzensk		Novouzensk
Q1753785	Polovinsky District		Polovinsky District
Q1753796	Fairy Tale Forest		Fairy Tale Forest
Q175380	Novoulyanovsk		Novoulyanovsk
Q175386	International Paralympic Committee		International Paralympic Committee
Q175393	Novouralsk		Novouralsk
Q1754098	Sargatskoye		Sargatskoye
Q1754183	Skuleskogen National Park		Skuleskogen National Park
Q1754204	Vadvetjåkka National Park		Vadvetjåkka National Park
Q175433	Novocheboksarsk		Novocheboksarsk
Q175470	Novy Urengoy		Novy Urengoy
Q175524	Noyabrsk		Noyabrsk
Q175533	Nurlat		Nurlat
Q175552	Nyurba		Nyurba
Q175708	Doi Pha Hom Pok National Park		Doi Pha Hom Pok National Park
Q175727	Ob		Ob, Russia
Q1757808	Vadstena Castle		Vadstena Castle
Q1757862	Svaneholm Castle		Svaneholm Castle
Q1758189	Slane Castle		Slane Castle
Q1758240	Imperial War Museum Duxford		Imperial War Museum Duxford
Q1759249	Royal Audiencia of Quito		Royal Audiencia of Quito
Q1759951	Irajá		Irajá
Q1759962	Galeão		Galeão, Rio de Janeiro
Q1760005	Oxford University Museum of Natural History		Oxford University Museum of Natural History
Q1760244	Yenching University		Yenching University
Q1761642	Engenho de Dentro		Engenho de Dentro
Q1762194	Anil		Anil, Rio de Janeiro
